Date,Price,Open,High,Low,Vol.,Change %
2020-04-20,0.1817,0.189,0.1944,0.1789,3.18B,-3.82%
2020-04-21,0.1835,0.1818,0.1861,0.1813,2.64B,0.97%
2020-04-22,0.188,0.1835,0.1895,0.1821,2.19B,2.47%
2020-04-23,0.1926,0.188,0.1986,0.1857,2.96B,2.42%
2020-04-24,0.1931,0.1926,0.1968,0.1921,2.35B,0.29%
2020-04-25,0.1942,0.1932,0.1974,0.1918,2.00B,0.55%
2020-04-26,0.1962,0.1942,0.1975,0.1928,1.86B,1.03%
2020-04-27,0.1975,0.1962,0.1994,0.1943,2.03B,0.67%
2020-04-28,0.2145,0.1975,0.218,0.1947,3.21B,8.62%
2020-04-29,0.2264,0.2145,0.2305,0.2139,3.82B,5.54%
2020-04-30,0.2114,0.2264,0.2355,0.2085,4.27B,-6.61%
2020-05-01,0.2178,0.2114,0.224,0.2113,2.73B,3.01%
2020-05-02,0.2237,0.2178,0.2256,0.2155,2.39B,2.71%
2020-05-03,0.2194,0.2237,0.2265,0.2159,2.42B,-1.94%
2020-05-04,0.218,0.2194,0.2204,0.2073,2.88B,-0.62%
2020-05-05,0.2169,0.218,0.222,0.2135,2.27B,-0.48%
2020-05-06,0.2118,0.2169,0.2218,0.2112,2.30B,-2.37%
2020-05-07,0.2186,0.2118,0.2206,0.21,2.88B,3.21%
2020-05-08,0.2187,0.2186,0.2218,0.2144,2.61B,0.04%
2020-05-09,0.2165,0.2187,0.2249,0.2161,2.74B,-1.01%
2020-05-10,0.1968,0.2165,0.2165,0.1824,3.81B,-9.10%
2020-05-11,0.1928,0.1968,0.2,0.1853,3.15B,-2.00%
2020-05-12,0.197,0.1927,0.1996,0.1913,2.21B,2.16%
2020-05-13,0.2017,0.197,0.2037,0.1959,2.16B,2.39%
2020-05-14,0.204,0.2017,0.206,0.1989,2.25B,1.14%
2020-05-15,0.1981,0.204,0.2045,0.1959,2.06B,-2.90%
2020-05-16,0.1998,0.1981,0.2018,0.1968,1.52B,0.86%
2020-05-17,0.2014,0.1998,0.2044,0.1989,1.24B,0.78%
2020-05-18,0.2054,0.2013,0.2078,0.2013,1.57B,2.00%
2020-05-19,0.205,0.2054,0.2065,0.2012,1.17B,-0.21%
2020-05-20,0.2018,0.205,0.2061,0.1981,1.20B,-1.56%
2020-05-21,0.1943,0.2018,0.2031,0.1901,1.39B,-3.69%
2020-05-22,0.2004,0.1943,0.2024,0.1923,1.55B,3.12%
2020-05-23,0.1988,0.2004,0.2021,0.1981,1.04B,-0.76%
2020-05-24,0.1928,0.1988,0.2012,0.1928,1.05B,-3.04%
2020-05-25,0.1962,0.1927,0.1971,0.1905,1.22B,1.76%
2020-05-26,0.1937,0.1962,0.1969,0.1917,1.15B,-1.25%
2020-05-27,0.198,0.1937,0.1999,0.1937,1.28B,2.18%
2020-05-28,0.2005,0.1979,0.2009,0.1951,1.34B,1.26%
2020-05-29,0.1976,0.2004,0.2028,0.1965,1.28B,-1.43%
2020-05-30,0.207,0.1976,0.2075,0.1961,1.54B,4.78%
2020-05-31,0.2025,0.207,0.2132,0.2011,1.71B,-2.17%
2020-06-01,0.2109,0.2025,0.2118,0.2013,1.66B,4.13%
2020-06-02,0.2032,0.2109,0.2145,0.1983,2.05B,-3.66%
2020-06-03,0.2041,0.2032,0.2048,0.201,1.23B,0.46%
2020-06-04,0.2044,0.2041,0.2071,0.2012,1.36B,0.13%
2020-06-05,0.2028,0.2044,0.2057,0.2017,1.17B,-0.76%
2020-06-06,0.2037,0.2028,0.2048,0.2014,851,0.44%
2020-06-07,0.2033,0.2037,0.2049,0.199,996.83,-0.18%
2020-06-08,0.2041,0.2033,0.2043,0.2014,799.78,0.37%
2020-06-09,0.2013,0.2041,0.205,0.2004,933.54,-1.35%
2020-06-10,0.2027,0.2013,0.2038,0.2002,911.78,0.68%
2020-06-11,0.1884,0.2027,0.2034,0.1854,1.38B,-7.07%
2020-06-12,0.193,0.1884,0.195,0.1871,903.45,2.48%
2020-06-13,0.1924,0.193,0.1937,0.1909,706.6,-0.33%
2020-06-14,0.1903,0.1924,0.1925,0.1889,671.96,-1.10%
2020-06-15,0.1924,0.1903,0.1934,0.1824,1.29B,1.11%
2020-06-16,0.1924,0.1924,0.1939,0.1902,798.67,0.00%
2020-06-17,0.1932,0.1924,0.1985,0.1889,1.03B,0.41%
2020-06-18,0.1898,0.1932,0.1932,0.1883,852.1,-1.76%
2020-06-19,0.1873,0.1898,0.19,0.1867,1.01B,-1.32%
2020-06-20,0.1879,0.1873,0.1889,0.1854,692.33,0.35%
2020-06-21,0.1861,0.1879,0.1884,0.1858,623.94,-0.99%
2020-06-22,0.1894,0.1861,0.1902,0.1858,1.07B,1.80%
2020-06-23,0.1889,0.1894,0.1904,0.1884,793.85,-0.29%
2020-06-24,0.1835,0.1889,0.1901,0.1818,1.01B,-2.83%
2020-06-25,0.1816,0.1835,0.1841,0.179,912.4,-1.07%
2020-06-26,0.1825,0.1816,0.1868,0.1788,1.11B,0.51%
2020-06-27,0.1751,0.1825,0.1834,0.1695,975.54,-4.03%
2020-06-28,0.1769,0.1751,0.1796,0.1735,856.63,0.99%
2020-06-29,0.1772,0.1769,0.1791,0.1752,880.97,0.21%
2020-06-30,0.1753,0.1772,0.1776,0.175,639.09,-1.08%
2020-07-01,0.1765,0.1753,0.1781,0.1739,773.69,0.64%
2020-07-02,0.1748,0.1764,0.1771,0.1724,925.56,-0.95%
2020-07-03,0.1764,0.1748,0.1785,0.1744,802.84,0.93%
2020-07-04,0.1781,0.1763,0.1795,0.176,773.85,0.96%
2020-07-05,0.1771,0.1781,0.1788,0.174,777.71,-0.54%
2020-07-06,0.1888,0.177,0.1891,0.1765,1.25B,6.57%
2020-07-07,0.1851,0.1888,0.1896,0.1832,935.86,-1.92%
2020-07-08,0.2054,0.1851,0.2066,0.184,2.17B,10.98%
2020-07-09,0.2026,0.2055,0.2116,0.1975,2.28B,-1.38%
2020-07-10,0.199,0.2026,0.2026,0.1934,1.36B,-1.79%
2020-07-11,0.2011,0.199,0.2046,0.1981,1.13B,1.09%
2020-07-12,0.2012,0.2011,0.2038,0.198,863.29,0.00%
2020-07-13,0.1987,0.2012,0.2064,0.1941,1.31B,-1.23%
2020-07-14,0.1991,0.1987,0.1997,0.1951,948.66,0.20%
2020-07-15,0.1972,0.1991,0.1997,0.1965,772.57,-0.95%
2020-07-16,0.1944,0.1972,0.1975,0.1891,1.05B,-1.43%
2020-07-17,0.1945,0.1944,0.198,0.1914,910.35,0.04%
2020-07-18,0.1999,0.1945,0.202,0.194,988.42,2.78%
2020-07-19,0.1995,0.1999,0.202,0.1959,877.53,-0.18%
2020-07-20,0.1947,0.1995,0.2001,0.1929,946.4,-2.43%
2020-07-21,0.1995,0.1947,0.2009,0.194,998.17,2.46%
2020-07-22,0.2036,0.1995,0.2044,0.1962,1.00B,2.05%
2020-07-23,0.2085,0.2036,0.2101,0.2016,1.42B,2.43%
2020-07-24,0.204,0.2085,0.2085,0.2021,1.02B,-2.16%
2020-07-25,0.2146,0.204,0.2174,0.2037,1.26B,5.20%
2020-07-26,0.2153,0.2146,0.2249,0.213,1.55B,0.30%
2020-07-27,0.2243,0.2153,0.2289,0.2101,2.10B,4.21%
2020-07-28,0.2304,0.2243,0.2346,0.2173,2.00B,2.71%
2020-07-29,0.2432,0.2304,0.25,0.2295,2.44B,5.55%
2020-07-30,0.2442,0.241,0.2494,0.2374,1.93B,0.40%
2020-07-31,0.2595,0.2441,0.2604,0.2418,1.78B,6.27%
2020-08-01,0.291,0.2595,0.2974,0.2558,3.30B,12.15%
2020-08-02,0.2879,0.291,0.3252,0.2556,5.37B,-1.08%
2020-08-03,0.31,0.2879,0.3197,0.2848,3.33B,7.70%
2020-08-04,0.3013,0.3101,0.3187,0.2915,2.74B,-2.83%
2020-08-05,0.3025,0.3014,0.3079,0.2918,2.07B,0.40%
2020-08-06,0.3032,0.3025,0.3106,0.2974,1.82B,0.22%
2020-08-07,0.2944,0.3032,0.31,0.2817,1.88B,-2.88%
2020-08-08,0.2952,0.2944,0.2986,0.2903,1.10B,0.27%
2020-08-09,0.2879,0.2953,0.2983,0.2824,1.18B,-2.47%
2020-08-10,0.2946,0.2879,0.2999,0.2851,1.97B,2.32%
2020-08-11,0.2829,0.2946,0.3071,0.2708,2.65B,-3.97%
2020-08-12,0.2823,0.2829,0.2872,0.2727,1.97B,-0.22%
2020-08-13,0.2943,0.2823,0.2954,0.273,2.00B,4.26%
2020-08-14,0.3001,0.2943,0.3071,0.291,2.10B,1.94%
2020-08-15,0.2989,0.3001,0.3052,0.2936,1.81B,-0.40%
2020-08-16,0.3045,0.2988,0.3047,0.2924,1.74B,1.88%
2020-08-17,0.3151,0.3045,0.3267,0.2975,2.75B,3.50%
2020-08-18,0.3026,0.3152,0.3215,0.2985,2.15B,-3.99%
2020-08-19,0.2898,0.3026,0.3059,0.2794,1.99B,-4.22%
2020-08-20,0.2922,0.2898,0.2944,0.2847,1.22B,0.82%
2020-08-21,0.2792,0.2922,0.2958,0.2779,1.53B,-4.43%
2020-08-22,0.2861,0.2792,0.2866,0.2735,1.22B,2.47%
2020-08-23,0.2848,0.2861,0.2879,0.2776,969.03,-0.47%
2020-08-24,0.2886,0.2848,0.2919,0.2824,988.01,1.34%
2020-08-25,0.2764,0.2886,0.2896,0.2705,1.30B,-4.22%
2020-08-26,0.2765,0.2764,0.2806,0.274,1.10B,0.02%
2020-08-27,0.2646,0.2765,0.2783,0.2549,1.56B,-4.31%
2020-08-28,0.2717,0.2646,0.2731,0.26,1.18B,2.70%
2020-08-29,0.2738,0.2717,0.2768,0.2687,952.89,0.79%
2020-08-30,0.283,0.2738,0.2838,0.2738,1.16B,3.36%
2020-08-31,0.2812,0.283,0.2845,0.2781,1.16B,-0.66%
2020-09-01,0.2954,0.2811,0.2988,0.2763,1.63B,5.07%
2020-09-02,0.276,0.2953,0.3037,0.2657,2.08B,-6.57%
2020-09-03,0.2443,0.276,0.2765,0.2397,2.07B,-11.49%
2020-09-04,0.254,0.2443,0.2655,0.2411,2.07B,3.99%
2020-09-05,0.2374,0.254,0.2594,0.2315,2.22B,-6.56%
2020-09-06,0.2398,0.2374,0.2434,0.2298,1.78B,1.05%
2020-09-07,0.2421,0.2398,0.2429,0.2299,1.77B,0.93%
2020-09-08,0.2365,0.242,0.2436,0.2313,1.75B,-2.30%
2020-09-09,0.239,0.2365,0.2427,0.2331,1.43B,1.07%
2020-09-10,0.2431,0.239,0.2486,0.2389,1.56B,1.71%
2020-09-11,0.2426,0.2431,0.2444,0.237,1.35B,-0.23%
2020-09-12,0.2475,0.2426,0.2487,0.2402,1.35B,2.02%
2020-09-13,0.2421,0.2474,0.2534,0.2378,1.02B,-2.19%
2020-09-14,0.2457,0.242,0.2483,0.2392,1.07B,1.50%
2020-09-15,0.2433,0.2456,0.2494,0.2422,1.07B,-0.97%
2020-09-16,0.2467,0.2433,0.2511,0.2343,1.09B,1.41%
2020-09-17,0.2521,0.2468,0.2582,0.2461,1.10B,2.17%
2020-09-18,0.2506,0.2521,0.2552,0.2464,1.09B,-0.59%
2020-09-19,0.2511,0.2506,0.2546,0.2475,862.88,0.20%
2020-09-20,0.2464,0.2508,0.2513,0.2425,774.9,-1.87%
2020-09-21,0.2308,0.2466,0.2481,0.2293,1.24B,-6.32%
2020-09-22,0.2329,0.2308,0.2345,0.2294,835.78,0.92%
2020-09-23,0.2214,0.233,0.235,0.2204,705.56,-4.94%
2020-09-24,0.2327,0.2215,0.2338,0.2195,791.79,5.09%
2020-09-25,0.2415,0.2328,0.2447,0.2296,875.93,3.79%
2020-09-26,0.2416,0.2415,0.2455,0.2378,939.3,0.00%
2020-09-27,0.2434,0.2415,0.2447,0.2374,943.95,0.75%
2020-09-28,0.241,0.2433,0.2484,0.2402,1.40B,-0.98%
2020-09-29,0.2427,0.241,0.2466,0.2384,1.25B,0.73%
2020-09-30,0.2417,0.2429,0.2429,0.2377,1.22B,-0.42%
2020-10-01,0.2383,0.2418,0.2444,0.2342,1.24B,-1.44%
2020-10-02,0.2339,0.2382,0.2393,0.2285,1.23B,-1.83%
2020-10-03,0.2327,0.234,0.2352,0.2325,1.08B,-0.50%
2020-10-04,0.2478,0.2326,0.2501,0.2315,1.30B,6.50%
2020-10-05,0.2503,0.2479,0.2542,0.2464,1.16B,0.99%
2020-10-06,0.2457,0.2505,0.2592,0.2407,1.41B,-1.85%
2020-10-07,0.2487,0.2456,0.2514,0.241,1.15B,1.24%
2020-10-08,0.2511,0.2486,0.2529,0.2421,975.37,0.97%
2020-10-09,0.2529,0.2512,0.2566,0.2496,1.25B,0.71%
2020-10-10,0.2539,0.253,0.2601,0.2529,1.24B,0.40%
2020-10-11,0.2554,0.2539,0.2585,0.2533,1.13B,0.57%
2020-10-12,0.2561,0.2554,0.2582,0.2492,1.39B,0.27%
2020-10-13,0.2566,0.256,0.26,0.2528,1.29B,0.19%
2020-10-14,0.2491,0.2565,0.2583,0.2461,1.07B,-2.90%
2020-10-15,0.2458,0.2491,0.25,0.2431,1.13B,-1.31%
2020-10-16,0.2402,0.2459,0.2478,0.2377,1.15B,-2.30%
2020-10-17,0.2406,0.2402,0.2432,0.2387,1.11B,0.16%
2020-10-18,0.2423,0.2406,0.2434,0.2401,1.12B,0.72%
2020-10-19,0.2456,0.2422,0.2494,0.2401,1.08B,1.34%
2020-10-20,0.2432,0.2456,0.2502,0.2416,1.04B,-0.95%
2020-10-21,0.251,0.2432,0.2555,0.2426,1.12B,3.20%
2020-10-22,0.2572,0.251,0.2635,0.2508,1.10B,2.45%
2020-10-23,0.2547,0.257,0.2592,0.2502,765.49,-0.96%
2020-10-24,0.2561,0.2547,0.2576,0.2526,726.9,0.55%
2020-10-25,0.2532,0.2561,0.2571,0.2512,804.28,-1.14%
2020-10-26,0.2482,0.2531,0.259,0.2436,1.00B,-1.98%
2020-10-27,0.2526,0.2481,0.254,0.2476,897.91,1.80%
2020-10-28,0.2455,0.2527,0.2567,0.2443,990.7,-2.83%
2020-10-29,0.2425,0.2455,0.247,0.2396,982.83,-1.23%
2020-10-30,0.239,0.2425,0.2439,0.2314,972.35,-1.45%
2020-10-31,0.2397,0.2391,0.2435,0.2374,872.34,0.31%
2020-11-01,0.2399,0.2397,0.2413,0.2366,861.22,0.07%
2020-11-02,0.2353,0.2399,0.2445,0.2329,1.08B,-1.93%
2020-11-03,0.2395,0.2353,0.244,0.228,1.03B,1.82%
2020-11-04,0.2375,0.2395,0.2404,0.2326,1.02B,-0.85%
2020-11-05,0.2455,0.2374,0.2472,0.2371,978.75,3.37%
2020-11-06,0.2585,0.2457,0.2614,0.2451,1.07B,5.29%
2020-11-07,0.249,0.2586,0.2673,0.2449,976.55,-3.68%
2020-11-08,0.2538,0.249,0.2569,0.2474,843.46,1.94%
2020-11-09,0.2504,0.2537,0.2561,0.2456,1.00B,-1.33%
2020-11-10,0.2537,0.2505,0.2646,0.2481,1.07B,1.32%
2020-11-11,0.2557,0.2538,0.2599,0.2523,834.93,0.77%
2020-11-12,0.2549,0.2558,0.2581,0.2524,738.89,-0.33%
2020-11-13,0.2655,0.2549,0.2656,0.2537,942.55,4.16%
2020-11-14,0.2681,0.2656,0.2771,0.2615,1.05B,0.98%
2020-11-15,0.2694,0.2681,0.2767,0.2641,885.34,0.50%
2020-11-16,0.2878,0.2695,0.2899,0.2675,1.07B,6.82%
2020-11-17,0.3023,0.2879,0.3049,0.2873,1.47B,5.03%
2020-11-18,0.2933,0.3023,0.3078,0.2822,1.35B,-2.98%
2020-11-19,0.3037,0.2932,0.307,0.284,1.18B,3.57%
2020-11-20,0.33,0.3036,0.3305,0.2972,1.45B,8.63%
2020-11-21,0.4634,0.3299,0.468,0.3295,3.31B,40.45%
2020-11-22,0.446,0.4629,0.4954,0.4108,3.84B,-3.75%
2020-11-23,0.6151,0.446,0.6189,0.4329,3.49B,37.90%
2020-11-24,0.6922,0.6155,0.7788,0.5775,5.30B,12.54%
2020-11-25,0.6322,0.6923,0.7229,0.587,3.20B,-8.67%
2020-11-26,0.5359,0.6321,0.6509,0.4593,4.59B,-15.23%
2020-11-27,0.5612,0.5366,0.5855,0.5045,2.48B,4.72%
2020-11-28,0.626,0.5614,0.6484,0.5403,2.50B,11.54%
2020-11-29,0.6053,0.6258,0.6361,0.585,1.77B,-3.30%
2020-11-30,0.6639,0.6053,0.6769,0.5997,2.27B,9.67%
2020-12-01,0.6108,0.6639,0.6795,0.5873,2.04B,-7.99%
2020-12-02,0.6306,0.6113,0.6364,0.5955,1.20B,3.24%
2020-12-03,0.6303,0.6305,0.6414,0.6151,897.53,-0.05%
2020-12-04,0.5535,0.6303,0.6339,0.544,1.32B,-12.19%
2020-12-05,0.5853,0.5536,0.5957,0.549,987.02,5.75%
2020-12-06,0.6213,0.5855,0.6272,0.5803,1.29B,6.16%
2020-12-07,0.6081,0.6216,0.6232,0.5914,898.96,-2.13%
2020-12-08,0.559,0.6081,0.6102,0.5519,1.18B,-8.08%
2020-12-09,0.5829,0.5592,0.6037,0.5041,1.82B,4.27%
2020-12-10,0.5714,0.5829,0.5879,0.554,1.15B,-1.97%
2020-12-11,0.5479,0.5719,0.5852,0.5277,1.69B,-4.11%
2020-12-12,0.5059,0.5467,0.5474,0.4858,2.15B,-7.66%
2020-12-13,0.5142,0.5059,0.5276,0.4865,1.28B,1.63%
2020-12-14,0.4975,0.5139,0.5181,0.4899,869.69,-3.25%
2020-12-15,0.4678,0.4974,0.5071,0.4649,1.26B,-5.96%
2020-12-16,0.5712,0.4678,0.5734,0.4399,2.50B,22.10%
2020-12-17,0.5779,0.5709,0.6586,0.5426,3.45B,1.17%
2020-12-18,0.5835,0.5779,0.6124,0.5516,1.96B,0.97%
2020-12-19,0.5766,0.5834,0.603,0.5665,1.50B,-1.18%
2020-12-20,0.5563,0.5766,0.5864,0.534,1.23B,-3.51%
2020-12-21,0.5145,0.556,0.5691,0.5002,1.57B,-7.53%
2020-12-22,0.4473,0.5144,0.5215,0.4034,2.96B,-13.05%
2020-12-23,0.2604,0.4468,0.4479,0.2152,8.38B,-41.78%
2020-12-24,0.3378,0.2604,0.3749,0.2424,6.51B,29.72%
2020-12-25,0.3182,0.3378,0.3826,0.2821,6.00B,-5.81%
2020-12-26,0.2946,0.318,0.3256,0.2846,3.00B,-7.42%
2020-12-27,0.2839,0.2946,0.3099,0.2679,2.81B,-3.64%
2020-12-28,0.2493,0.2839,0.3082,0.2373,2.76B,-12.19%
2020-12-29,0.2215,0.2492,0.25,0.1743,7.62B,-11.14%
2020-12-30,0.2113,0.2215,0.2353,0.1922,4.72B,-4.61%
2020-12-31,0.2193,0.2113,0.2285,0.2054,2.81B,3.76%
2021-01-01,0.2372,0.2193,0.25,0.2164,2.98B,8.18%
2021-01-02,0.221,0.2373,0.2381,0.2114,2.48B,-6.84%
2021-01-03,0.2248,0.2209,0.2378,0.2154,2.49B,1.73%
2021-01-04,0.2357,0.225,0.2599,0.2177,3.14B,4.87%
2021-01-05,0.2254,0.2357,0.2418,0.2182,2.46B,-4.37%
2021-01-06,0.2487,0.2255,0.2719,0.2216,3.53B,10.32%
2021-01-07,0.3235,0.2487,0.3688,0.2457,7.31B,30.06%
2021-01-08,0.3208,0.3235,0.3459,0.2857,3.83B,-0.83%
2021-01-09,0.3243,0.3207,0.339,0.3063,2.38B,1.10%
2021-01-10,0.3152,0.3243,0.3666,0.2893,3.31B,-2.81%
2021-01-11,0.2875,0.315,0.3157,0.2558,3.79B,-8.78%
2021-01-12,0.2925,0.2875,0.309,0.2779,2.38B,1.71%
2021-01-13,0.3058,0.2926,0.3099,0.2854,1.25B,4.54%
2021-01-14,0.2966,0.3057,0.3086,0.2836,1.48B,-2.99%
2021-01-15,0.2804,0.2966,0.303,0.2626,1.40B,-5.47%
2021-01-16,0.2795,0.2802,0.2963,0.2754,1.18B,-0.31%
2021-01-17,0.2774,0.2792,0.2854,0.2688,900.72,-0.75%
2021-01-18,0.2854,0.2774,0.2886,0.2717,904.13,2.87%
2021-01-19,0.2946,0.2854,0.3279,0.2841,2.07B,3.21%
2021-01-20,0.2953,0.2945,0.3104,0.2804,1.50B,0.26%
2021-01-21,0.2681,0.2953,0.3072,0.2605,1.63B,-9.21%
2021-01-22,0.2726,0.2681,0.2782,0.2416,1.49B,1.68%
2021-01-23,0.2717,0.2725,0.283,0.2657,798.56,-0.35%
2021-01-24,0.2732,0.2716,0.2778,0.2686,645.08,0.57%
2021-01-25,0.2676,0.2732,0.2839,0.2671,837.93,-2.06%
2021-01-26,0.2684,0.2676,0.2708,0.2581,636.91,0.31%
2021-01-27,0.2507,0.2684,0.2686,0.2444,773.6,-6.59%
2021-01-28,0.2641,0.2507,0.27,0.2473,765.96,5.35%
2021-01-29,0.2828,0.2641,0.3166,0.2604,3.05B,7.05%
2021-01-30,0.443,0.2828,0.5088,0.2788,9.31B,56.67%
2021-01-31,0.4949,0.4433,0.5077,0.3901,6.96B,11.71%
2021-02-01,0.3716,0.4949,0.7536,0.3615,13.39B,-24.91%
2021-02-02,0.3723,0.3716,0.4107,0.3413,3.53B,0.18%
2021-02-03,0.3973,0.3723,0.417,0.3723,2.25B,6.70%
2021-02-04,0.4443,0.3973,0.4797,0.3807,3.59B,11.83%
2021-02-05,0.4518,0.4445,0.4708,0.4263,2.41B,1.70%
2021-02-06,0.4427,0.4518,0.4559,0.4269,1.31B,-2.01%
2021-02-07,0.4184,0.4427,0.4503,0.3979,1.75B,-5.49%
2021-02-08,0.4508,0.4184,0.4667,0.4128,1.82B,7.75%
2021-02-09,0.4764,0.4508,0.4894,0.4499,1.99B,5.68%
2021-02-10,0.5047,0.4764,0.5398,0.4534,3.36B,5.94%
2021-02-11,0.5282,0.5047,0.535,0.5015,1.53B,4.65%
2021-02-12,0.6089,0.5282,0.619,0.5196,2.58B,15.29%
2021-02-13,0.633,0.6089,0.6421,0.5477,2.48B,3.96%
2021-02-14,0.5925,0.6335,0.6379,0.5652,1.59B,-6.40%
2021-02-15,0.5494,0.5924,0.6039,0.5112,2.03B,-7.28%
2021-02-16,0.5196,0.5494,0.579,0.4862,1.78B,-5.43%
2021-02-17,0.534,0.5199,0.5559,0.4938,1.41B,2.77%
2021-02-18,0.5306,0.5344,0.5595,0.5214,1.12B,-0.63%
2021-02-19,0.5633,0.5319,0.5791,0.5149,1.60B,6.15%
2021-02-20,0.512,0.5648,0.5811,0.4752,1.90B,-9.10%
2021-02-21,0.5439,0.512,0.5573,0.5052,1.48B,6.24%
2021-02-22,0.5658,0.5439,0.6462,0.5163,5.43B,4.02%
2021-02-23,0.4749,0.5658,0.5706,0.3672,4.22B,-16.07%
2021-02-24,0.4692,0.4761,0.4993,0.4517,1.56B,-1.19%
2021-02-25,0.4356,0.4685,0.4815,0.426,1.08B,-7.17%
2021-02-26,0.4278,0.4359,0.4503,0.413,1.42B,-1.79%
2021-02-27,0.4357,0.4278,0.4579,0.4278,896.32,1.85%
2021-02-28,0.4153,0.4358,0.4379,0.3934,1.05B,-4.69%
2021-03-01,0.4455,0.4157,0.4526,0.4123,927.26,7.28%
2021-03-02,0.4358,0.4455,0.4541,0.423,920.49,-2.18%
2021-03-03,0.4484,0.4358,0.4672,0.4314,917.03,2.90%
2021-03-04,0.4809,0.4484,0.4938,0.4362,1.83B,7.23%
2021-03-05,0.455,0.4809,0.4828,0.4466,1.17B,-5.38%
2021-03-06,0.463,0.455,0.4702,0.4499,575.65,1.75%
2021-03-07,0.4653,0.463,0.4686,0.4573,505.07,0.51%
2021-03-08,0.4736,0.4653,0.4876,0.4553,1.00B,1.77%
2021-03-09,0.485,0.474,0.4866,0.4718,685.95,2.41%
2021-03-10,0.4616,0.485,0.488,0.456,867.45,-4.83%
2021-03-11,0.4516,0.4616,0.4641,0.441,752.19,-2.17%
2021-03-12,0.4394,0.4519,0.4639,0.4251,969.06,-2.69%
2021-03-13,0.4577,0.4394,0.4651,0.4327,815.65,4.16%
2021-03-14,0.4393,0.4577,0.4615,0.4393,609.22,-4.02%
2021-03-15,0.4357,0.4391,0.4481,0.4235,805.42,-0.83%
2021-03-16,0.4604,0.4357,0.5198,0.4275,2.30B,5.67%
2021-03-17,0.47,0.4604,0.4816,0.4544,913.27,2.09%
2021-03-18,0.4689,0.47,0.4903,0.4658,837.87,-0.24%
2021-03-19,0.4667,0.4688,0.4749,0.4598,529.83,-0.46%
2021-03-20,0.5245,0.4665,0.5497,0.4647,1.85B,12.38%
2021-03-21,0.5167,0.5246,0.5462,0.4958,1.39B,-1.48%
2021-03-22,0.5441,0.5165,0.5995,0.5024,2.71B,5.31%
2021-03-23,0.5504,0.5441,0.5956,0.5383,1.77B,1.16%
2021-03-24,0.4821,0.5504,0.5624,0.4539,1.56B,-12.41%
2021-03-25,0.5109,0.4801,0.5239,0.4603,1.56B,5.96%
2021-03-26,0.563,0.5109,0.5752,0.5105,1.30B,10.22%
2021-03-27,0.5479,0.5634,0.5741,0.5345,738.34,-2.69%
2021-03-28,0.5457,0.5479,0.5599,0.5403,531.13,-0.41%
2021-03-29,0.5654,0.5456,0.57,0.5437,835.17,3.61%
2021-03-30,0.5622,0.5654,0.5854,0.5592,899.98,-0.55%
2021-03-31,0.5696,0.5622,0.5759,0.5309,1.16B,1.30%
2021-04-01,0.5705,0.5696,0.5918,0.5507,1.13B,0.17%
2021-04-02,0.6068,0.5706,0.609,0.5657,1.27B,6.35%
2021-04-03,0.5789,0.6068,0.6414,0.5747,1.59B,-4.60%
2021-04-04,0.6349,0.5789,0.6356,0.5688,1.00B,9.68%
2021-04-05,0.9132,0.6349,0.9356,0.6196,5.22B,43.84%
2021-04-06,1.0906,0.9133,1.1147,0.8132,6.43B,19.42%
2021-04-07,0.9166,1.0914,1.1013,0.8597,3.88B,-15.95%
2021-04-08,1.0578,0.9166,1.072,0.9042,2.03B,15.41%
2021-04-09,1.0192,1.0578,1.0833,0.9849,1.61B,-3.66%
2021-04-10,1.3743,1.0191,1.3953,1.0071,4.31B,34.85%
2021-04-11,1.355,1.3743,1.4901,1.3084,3.15B,-1.41%
2021-04-12,1.4677,1.3548,1.4719,1.3197,1.78B,8.32%
2021-04-13,1.7963,1.4684,1.8863,1.4212,4.05B,22.38%
2021-04-14,1.8363,1.7961,1.9633,1.5703,3.58B,2.23%
2021-04-15,1.7578,1.8356,1.8841,1.6585,1.84B,-4.27%
2021-04-16,1.5475,1.7584,1.804,1.4407,2.86B,-11.97%
2021-04-17,1.5406,1.5477,1.7388,1.5331,1.74B,-0.44%
2021-04-18,1.4079,1.5396,1.5627,1.1619,3.48B,-8.61%
2021-04-19,1.3092,1.4081,1.5308,1.2565,2.64B,-7.02%
2021-04-20,1.3861,1.3094,1.4452,1.1831,2.45B,5.88%
2021-04-21,1.2905,1.3861,1.4624,1.2829,2.00B,-6.90%
2021-04-22,1.1589,1.2907,1.4176,1.1043,2.74B,-10.20%
2021-04-23,1.1702,1.1586,1.1959,0.8937,4.24B,0.98%
2021-04-24,1.0501,1.1703,1.171,1.0233,1.69B,-10.26%
2021-04-25,1.0338,1.0501,1.1536,0.9509,1.74B,-1.55%
2021-04-26,1.367,1.0338,1.3688,1.0179,2.94B,32.23%
2021-04-27,1.4017,1.3667,1.4583,1.3324,2.40B,2.54%
2021-04-28,1.358,1.4018,1.4466,1.2876,1.77B,-3.12%
2021-04-29,1.3981,1.3579,1.4171,1.3281,1.37B,2.96%
2021-04-30,1.5971,1.3981,1.6352,1.376,2.26B,14.23%
2021-05-01,1.6507,1.5985,1.6646,1.5292,1.11B,3.36%
2021-05-02,1.5611,1.6507,1.6535,1.5321,947.88,-5.43%
2021-05-03,1.5547,1.5611,1.6191,1.5241,1.05B,-0.41%
