Date,Price,Open,High,Low,Vol.,Change %
2022-11-04,0.506,0.4549,0.5075,0.4534,771.35,11.23%
2022-11-05,0.493,0.5061,0.5096,0.4901,279.44,-2.56%
2022-11-06,0.471,0.493,0.4944,0.4689,224.89,-4.47%
2022-11-07,0.465,0.471,0.4798,0.4593,444.1,-1.27%
2022-11-08,0.406,0.465,0.4668,0.3402,1.33B,-12.69%
2022-11-09,0.3321,0.406,0.4108,0.3203,1.24B,-18.22%
2022-11-10,0.3947,0.3321,0.4026,0.3307,1.07B,18.86%
2022-11-11,0.3843,0.3946,0.3989,0.3664,626.43,-2.64%
2022-11-12,0.3634,0.3843,0.3843,0.3597,342.07,-5.43%
2022-11-13,0.3408,0.3634,0.3692,0.3329,443.13,-6.22%
2022-11-14,0.3768,0.3408,0.3791,0.3219,909.99,10.56%
2022-11-15,0.3891,0.3768,0.3966,0.367,720.64,3.26%
2022-11-16,0.3736,0.389,0.391,0.3623,471.29,-3.99%
2022-11-17,0.3824,0.3739,0.3862,0.3694,545.28,2.36%
2022-11-18,0.3817,0.3838,0.3849,0.3752,380.62,-0.19%
2022-11-19,0.384,0.3804,0.3882,0.3799,199.13,0.62%
2022-11-20,0.3613,0.384,0.396,0.3599,396.5,-5.92%
2022-11-21,0.3645,0.3612,0.3683,0.3467,758.31,0.90%
2022-11-22,0.3758,0.3646,0.3781,0.3514,600.91,3.08%
2022-11-23,0.3818,0.3758,0.3823,0.3682,457.82,1.62%
2022-11-24,0.402,0.3818,0.4045,0.3744,582.06,5.27%
2022-11-25,0.4077,0.402,0.4188,0.3894,554.66,1.44%
2022-11-26,0.3961,0.4078,0.4144,0.3935,242.81,-2.86%
2022-11-27,0.3961,0.3962,0.409,0.3948,262.33,0.00%
2022-11-28,0.3893,0.3961,0.399,0.3741,570.56,-1.72%
2022-11-29,0.398,0.3887,0.4033,0.3833,464.52,2.25%
2022-11-30,0.4078,0.398,0.4112,0.3935,429.2,2.45%
2022-12-01,0.3967,0.4078,0.4092,0.3945,332.05,-2.72%
2022-12-02,0.3963,0.3967,0.3974,0.3839,339.93,-0.10%
2022-12-03,0.3871,0.3963,0.3964,0.3855,203.82,-2.32%
2022-12-04,0.3897,0.3873,0.393,0.3864,178.56,0.68%
2022-12-05,0.3894,0.3897,0.395,0.3814,438.02,-0.09%
2022-12-06,0.3915,0.3894,0.3924,0.3809,401.29,0.54%
2022-12-07,0.3833,0.3915,0.3925,0.3752,399.32,-2.10%
2022-12-08,0.3943,0.3833,0.3958,0.3832,368.14,2.87%
2022-12-09,0.3888,0.3943,0.395,0.3856,342.35,-1.39%
2022-12-10,0.3866,0.3889,0.3892,0.3856,132.18,-0.58%
2022-12-11,0.381,0.3866,0.3885,0.3788,133.07,-1.44%
2022-12-12,0.3872,0.3809,0.3895,0.3715,449,1.64%
2022-12-13,0.3953,0.3872,0.3967,0.3786,571.04,2.08%
2022-12-14,0.3852,0.3953,0.3953,0.3779,443.89,-2.55%
2022-12-15,0.3779,0.3852,0.3866,0.3744,325,-1.89%
2022-12-16,0.3512,0.3779,0.3797,0.3462,512.67,-7.07%
2022-12-17,0.3546,0.3512,0.3569,0.3473,280.23,0.96%
2022-12-18,0.3498,0.3546,0.3552,0.3477,144.56,-1.35%
2022-12-19,0.3389,0.3498,0.3529,0.3329,507.18,-3.11%
2022-12-20,0.3486,0.339,0.3529,0.336,476.39,2.84%
2022-12-21,0.3455,0.3485,0.3504,0.3384,402.45,-0.88%
2022-12-22,0.3494,0.3449,0.3501,0.3416,354.21,1.13%
2022-12-23,0.3543,0.3494,0.3547,0.3469,302.95,1.40%
2022-12-24,0.352,0.3543,0.3543,0.3504,90.12,-0.65%
2022-12-25,0.3458,0.352,0.352,0.3442,149.48,-1.76%
2022-12-26,0.3659,0.3458,0.3697,0.3456,460.67,5.81%
2022-12-27,0.3675,0.3659,0.3726,0.3588,521.31,0.43%
2022-12-28,0.356,0.3675,0.3686,0.355,481.85,-3.12%
2022-12-29,0.3421,0.3559,0.3577,0.3375,504.02,-3.91%
2022-12-30,0.3452,0.3421,0.3456,0.3338,371,0.90%
2022-12-31,0.3387,0.3452,0.3452,0.3387,186.73,-1.87%
2023-01-01,0.3387,0.3388,0.3399,0.3355,144.21,0.00%
2023-01-02,0.3482,0.3387,0.3545,0.3152,913.67,2.81%
2023-01-03,0.3437,0.3482,0.3519,0.3414,472.17,-1.30%
2023-01-04,0.3478,0.3437,0.3515,0.3422,520.59,1.19%
2023-01-05,0.3379,0.3476,0.3487,0.3364,374.32,-2.82%
2023-01-06,0.3444,0.338,0.346,0.3314,409.47,1.90%
2023-01-07,0.3441,0.3444,0.3456,0.3415,145.19,-0.07%
2023-01-08,0.3448,0.3441,0.3461,0.3381,269.19,0.19%
2023-01-09,0.349,0.3448,0.3572,0.3438,754.29,1.22%
2023-01-10,0.3508,0.349,0.354,0.3434,474.09,0.52%
2023-01-11,0.3729,0.3508,0.377,0.3477,858.01,6.30%
2023-01-12,0.3748,0.3729,0.3794,0.3634,690.96,0.52%
2023-01-13,0.386,0.3748,0.3867,0.3692,541.81,2.99%
2023-01-14,0.3953,0.386,0.4086,0.3817,786.84,2.39%
2023-01-15,0.3847,0.3953,0.3968,0.38,402.04,-2.66%
2023-01-16,0.3862,0.3847,0.4063,0.3792,730,0.37%
2023-01-17,0.3869,0.386,0.3981,0.3795,514.11,0.20%
2023-01-18,0.3787,0.3869,0.3955,0.3694,830.01,-2.13%
2023-01-19,0.3929,0.3786,0.3956,0.3767,555.14,3.75%
2023-01-20,0.4131,0.3928,0.4137,0.3861,487.22,5.15%
2023-01-21,0.4032,0.4128,0.4161,0.4007,467.16,-2.40%
2023-01-22,0.4004,0.4034,0.4116,0.3967,339.5,-0.70%
2023-01-23,0.424,0.4004,0.4321,0.3998,935.74,5.89%
2023-01-24,0.4079,0.4239,0.431,0.404,549.09,-3.79%
2023-01-25,0.417,0.4078,0.4244,0.3978,489.94,2.23%
2023-01-26,0.4094,0.4167,0.4178,0.4063,384.61,-1.81%
2023-01-27,0.4128,0.4094,0.4134,0.3992,359.88,0.82%
2023-01-28,0.4079,0.4128,0.416,0.4059,199.75,-1.20%
2023-01-29,0.4133,0.4079,0.4172,0.4066,223.15,1.33%
2023-01-30,0.3936,0.4133,0.4215,0.3894,575.47,-4.77%
2023-01-31,0.4057,0.3935,0.4112,0.3884,466.63,3.08%
2023-02-01,0.4133,0.4057,0.4157,0.397,506.19,1.86%
2023-02-02,0.4096,0.4133,0.4187,0.4085,436.84,-0.89%
2023-02-03,0.4115,0.4096,0.4137,0.406,369.09,0.46%
2023-02-04,0.4109,0.4115,0.4202,0.4076,243.58,-0.14%
2023-02-05,0.3984,0.4109,0.4117,0.3954,327.69,-3.04%
2023-02-06,0.3919,0.3984,0.4035,0.391,417.17,-1.64%
2023-02-07,0.4036,0.3919,0.4047,0.3903,478.44,2.99%
2023-02-08,0.3976,0.4036,0.4057,0.3937,374.8,-1.49%
2023-02-09,0.3817,0.3976,0.408,0.3741,721.48,-4.01%
2023-02-10,0.3821,0.3817,0.3877,0.3779,376.95,0.11%
2023-02-11,0.3835,0.382,0.3841,0.3802,166.46,0.37%
2023-02-12,0.3748,0.3835,0.3848,0.3721,191.17,-2.26%
2023-02-13,0.3704,0.3748,0.3781,0.3629,538.01,-1.17%
2023-02-14,0.3821,0.3704,0.3838,0.3646,507.21,3.14%
2023-02-15,0.4011,0.3821,0.4022,0.3766,515.88,4.99%
2023-02-16,0.3842,0.4011,0.4044,0.3842,594.2,-4.23%
2023-02-17,0.3949,0.3842,0.3999,0.3811,475.63,2.78%
2023-02-18,0.3943,0.395,0.3974,0.3912,196.16,-0.15%
2023-02-19,0.3864,0.3943,0.3978,0.3854,328.36,-1.99%
2023-02-20,0.3984,0.3864,0.4083,0.378,732.42,3.11%
2023-02-21,0.3919,0.3984,0.4016,0.3875,594.3,-1.64%
2023-02-22,0.3951,0.3919,0.3974,0.3832,566.95,0.81%
2023-02-23,0.3883,0.3952,0.3978,0.3857,490.03,-1.72%
2023-02-24,0.3784,0.3883,0.3908,0.3725,506.55,-2.54%
2023-02-25,0.3779,0.3784,0.3793,0.3709,285.25,-0.15%
2023-02-26,0.378,0.3779,0.3806,0.3746,200.97,0.03%
2023-02-27,0.3785,0.378,0.3801,0.3711,602,0.14%
2023-02-28,0.3762,0.3785,0.3825,0.3721,575.91,-0.61%
2023-03-01,0.3837,0.3762,0.3842,0.3728,454.72,1.98%
2023-03-02,0.3771,0.3837,0.3844,0.3738,440.59,-1.70%
2023-03-03,0.3774,0.3772,0.3805,0.3555,695.08,0.06%
2023-03-04,0.3735,0.3774,0.3797,0.3683,259.12,-1.03%
2023-03-05,0.3668,0.3735,0.3772,0.3656,250.28,-1.79%
2023-03-06,0.3696,0.3668,0.3739,0.3598,624.87,0.77%
2023-03-07,0.3802,0.3695,0.3843,0.367,833.56,2.85%
2023-03-08,0.3887,0.3802,0.4004,0.3725,966.4,2.25%
2023-03-09,0.371,0.3887,0.3974,0.3649,933.16,-4.57%
2023-03-10,0.37,0.3706,0.3749,0.3578,758.96,-0.27%
2023-03-11,0.3638,0.37,0.3737,0.3589,506.12,-1.66%
2023-03-12,0.3713,0.3638,0.3713,0.348,552.16,2.05%
2023-03-13,0.3723,0.3714,0.3797,0.3568,793.43,0.27%
2023-03-14,0.3726,0.3723,0.3867,0.3649,741.2,0.07%
2023-03-15,0.359,0.3726,0.3758,0.3565,546.76,-3.65%
2023-03-16,0.3648,0.359,0.3666,0.3566,374.92,1.62%
2023-03-17,0.3799,0.3648,0.3813,0.3622,579.9,4.14%
2023-03-18,0.374,0.3799,0.3891,0.37,491.19,-1.56%
2023-03-19,0.3855,0.374,0.3999,0.3737,652.63,3.08%
2023-03-20,0.3732,0.3857,0.3911,0.3715,623.52,-3.19%
2023-03-21,0.4683,0.3732,0.4927,0.373,2.18B,25.49%
2023-03-22,0.4211,0.4693,0.4747,0.4099,1.82B,-10.07%
2023-03-23,0.444,0.4213,0.4543,0.4118,1.08B,5.43%
2023-03-24,0.4256,0.4438,0.4438,0.4156,691.45,-4.15%
2023-03-25,0.4432,0.4256,0.4642,0.4226,830.88,4.14%
2023-03-26,0.448,0.4431,0.463,0.4407,483.05,1.08%
2023-03-27,0.4793,0.448,0.4882,0.4426,1.28B,6.99%
2023-03-28,0.5144,0.4792,0.5331,0.4685,1.42B,7.33%
2023-03-29,0.5427,0.5144,0.5821,0.5144,1.63B,5.50%
2023-03-30,0.5322,0.5424,0.5565,0.525,1.03B,-1.95%
2023-03-31,0.538,0.5322,0.5482,0.5272,668.82,1.09%
2023-04-01,0.5095,0.5379,0.5379,0.4985,650.03,-5.30%
2023-04-02,0.518,0.5095,0.5288,0.5016,503.34,1.68%
2023-04-03,0.4957,0.518,0.5245,0.4838,663.37,-4.31%
2023-04-04,0.5027,0.4957,0.5076,0.4874,462.51,1.41%
2023-04-05,0.5056,0.5027,0.5266,0.4987,527.18,0.58%
2023-04-06,0.5028,0.5056,0.5097,0.4928,401.75,-0.55%
2023-04-07,0.513,0.5028,0.5152,0.498,393.28,2.02%
2023-04-08,0.505,0.5129,0.5129,0.5029,171.35,-1.57%
2023-04-09,0.5054,0.505,0.509,0.4992,167.09,0.08%
2023-04-10,0.5177,0.5054,0.5197,0.5002,380.21,2.43%
2023-04-11,0.5169,0.5176,0.527,0.5117,507.1,-0.15%
2023-04-12,0.5047,0.5168,0.5178,0.4999,489.67,-2.35%
2023-04-13,0.5124,0.5047,0.5148,0.5014,391.58,1.53%
2023-04-14,0.5227,0.5124,0.5453,0.5112,637.31,2.00%
2023-04-15,0.5193,0.5227,0.5261,0.517,219.33,-0.65%
2023-04-16,0.5209,0.5193,0.5242,0.5154,221.06,0.31%
2023-04-17,0.5109,0.5209,0.5209,0.5069,431,-1.92%
2023-04-18,0.5318,0.5109,0.5375,0.5095,503.97,4.10%
2023-04-19,0.4911,0.5324,0.5371,0.4783,889.03,-7.66%
2023-04-20,0.4752,0.4911,0.4991,0.4656,634.89,-3.24%
2023-04-21,0.4492,0.4752,0.4789,0.4404,607.93,-5.46%
2023-04-22,0.4719,0.449,0.4751,0.4457,346.08,5.05%
2023-04-23,0.4648,0.4719,0.4719,0.4538,313.91,-1.50%
2023-04-24,0.4607,0.4648,0.4842,0.4485,583.54,-0.89%
2023-04-25,0.4697,0.4607,0.4719,0.4508,537.49,1.95%
2023-04-26,0.4618,0.4697,0.483,0.4364,774.76,-1.68%
2023-04-27,0.4667,0.4618,0.4696,0.4562,498.17,1.06%
2023-04-28,0.4797,0.4667,0.4823,0.4638,533.69,2.79%
2023-04-29,0.478,0.4796,0.4859,0.4727,238.18,-0.36%
2023-04-30,0.4705,0.478,0.4818,0.4692,202.09,-1.56%
2023-05-01,0.4649,0.4706,0.4723,0.4556,464.92,-1.19%
2023-05-02,0.4646,0.4649,0.4659,0.4579,449.59,-0.07%
2023-05-03,0.4634,0.4646,0.4653,0.4504,488,-0.25%
2023-05-04,0.461,0.4634,0.4649,0.4548,311.12,-0.52%
2023-05-05,0.4671,0.4609,0.4702,0.4569,408.07,1.31%
2023-05-06,0.4582,0.4671,0.4691,0.4528,237.95,-1.90%
2023-05-07,0.4489,0.4582,0.4599,0.447,171.58,-2.03%
2023-05-08,0.4283,0.4489,0.451,0.414,678.14,-4.59%
2023-05-09,0.4289,0.4283,0.4308,0.4206,464.67,0.13%
2023-05-10,0.4303,0.4289,0.4338,0.4133,505.8,0.33%
2023-05-11,0.4206,0.4303,0.4304,0.4116,423.24,-2.24%
2023-05-12,0.4305,0.4206,0.4432,0.4166,562.85,2.35%
2023-05-13,0.424,0.4305,0.4305,0.4236,145.07,-1.51%
2023-05-14,0.4252,0.424,0.4314,0.4218,142.86,0.29%
2023-05-15,0.4274,0.4252,0.4303,0.4216,372.48,0.50%
2023-05-16,0.4426,0.4274,0.4428,0.4189,501.1,3.57%
2023-05-17,0.4481,0.4426,0.4611,0.4379,722.3,1.23%
2023-05-18,0.4598,0.4485,0.4721,0.4431,601.87,2.61%
2023-05-19,0.4675,0.4597,0.4746,0.4574,479.51,1.69%
2023-05-20,0.4684,0.4675,0.4712,0.4619,186.84,0.19%
2023-05-21,0.4575,0.4684,0.4705,0.4553,218.48,-2.33%
2023-05-22,0.4617,0.4575,0.4671,0.4509,414.38,0.92%
2023-05-23,0.4651,0.4617,0.4669,0.459,385.36,0.74%
2023-05-24,0.4531,0.4651,0.4651,0.4464,500.06,-2.59%
2023-05-25,0.4537,0.4531,0.4546,0.4438,282.8,0.15%
2023-05-26,0.4685,0.4538,0.4699,0.4525,412.55,3.25%
2023-05-27,0.4718,0.4685,0.4785,0.4658,254.85,0.71%
2023-05-28,0.482,0.4718,0.486,0.47,229.96,2.16%
2023-05-29,0.4944,0.482,0.4948,0.4767,443.39,2.57%
2023-05-30,0.5205,0.4944,0.5289,0.4896,892.9,5.29%
2023-05-31,0.5168,0.5205,0.5275,0.5012,600.31,-0.72%
2023-06-01,0.5065,0.5168,0.5168,0.5021,421.14,-1.99%
2023-06-02,0.5247,0.5065,0.5268,0.5041,396.93,3.59%
2023-06-03,0.5188,0.5247,0.5321,0.5157,234.1,-1.12%
2023-06-04,0.5358,0.5188,0.5461,0.5153,333.01,3.28%
2023-06-05,0.509,0.5358,0.5425,0.4905,808.2,-5.01%
2023-06-06,0.5299,0.509,0.5322,0.497,594.24,4.11%
2023-06-07,0.5183,0.5299,0.538,0.507,613.06,-2.19%
2023-06-08,0.5238,0.5183,0.5277,0.5157,352.84,1.06%
2023-06-09,0.538,0.5238,0.5406,0.5206,477.7,2.72%
2023-06-10,0.5068,0.538,0.5385,0.477,828.84,-5.79%
2023-06-11,0.5207,0.5068,0.5289,0.503,302.45,2.75%
2023-06-12,0.525,0.5207,0.5279,0.5091,478.14,0.82%
2023-06-13,0.5191,0.525,0.5634,0.5058,1.02B,-1.12%
2023-06-14,0.4801,0.5191,0.5203,0.4657,718.2,-7.51%
2023-06-15,0.4803,0.4801,0.4854,0.4682,461.32,0.04%
2023-06-16,0.4758,0.4803,0.4831,0.4573,504.55,-0.94%
2023-06-17,0.4794,0.4758,0.4861,0.4695,247.75,0.76%
2023-06-18,0.487,0.4794,0.4975,0.4754,298.36,1.58%
2023-06-19,0.4934,0.487,0.4982,0.4826,412.31,1.32%
2023-06-20,0.4927,0.4934,0.4963,0.473,485.59,-0.14%
2023-06-21,0.5,0.4927,0.5033,0.4893,549.21,1.47%
2023-06-22,0.494,0.4999,0.527,0.4882,599.84,-1.19%
2023-06-23,0.4959,0.494,0.502,0.485,452.44,0.39%
2023-06-24,0.4866,0.4959,0.496,0.4808,263.36,-1.88%
2023-06-25,0.4902,0.4866,0.497,0.4831,257.95,0.75%
2023-06-26,0.4791,0.4902,0.4916,0.4732,402.16,-2.27%
2023-06-27,0.4838,0.4791,0.4848,0.4765,390.62,0.98%
2023-06-28,0.4647,0.4838,0.4843,0.4507,471.72,-3.96%
2023-06-29,0.4746,0.4646,0.4772,0.4615,296.75,2.14%
2023-06-30,0.4729,0.4746,0.4826,0.4545,541.26,-0.35%
2023-07-01,0.4733,0.4729,0.476,0.4648,299.65,0.08%
2023-07-02,0.4844,0.4731,0.4956,0.47,449.38,2.35%
2023-07-03,0.4891,0.4844,0.4912,0.4789,469.38,0.97%
2023-07-04,0.4869,0.4891,0.4935,0.4822,378.46,-0.45%
2023-07-05,0.4776,0.4872,0.4919,0.4698,389.09,-1.92%
2023-07-06,0.4623,0.4776,0.4842,0.4619,395.39,-3.21%
2023-07-07,0.4686,0.4623,0.4707,0.4586,292.48,1.37%
2023-07-08,0.4704,0.4686,0.4747,0.4653,151.24,0.39%
2023-07-09,0.4681,0.4704,0.4717,0.4669,105.41,-0.50%
2023-07-10,0.478,0.4681,0.4799,0.4638,429.53,2.12%
2023-07-11,0.4753,0.478,0.4782,0.4711,295.95,-0.56%
2023-07-12,0.4711,0.4753,0.4772,0.4662,307.59,-0.88%
2023-07-13,0.815,0.4711,0.9214,0.4696,3.45B,73.01%
2023-07-14,0.7182,0.8156,0.8239,0.6723,2.12B,-11.88%
2023-07-15,0.7145,0.7181,0.7329,0.6938,1.01B,-0.51%
2023-07-16,0.747,0.7145,0.7891,0.7053,1.31B,4.55%
2023-07-17,0.7375,0.747,0.7644,0.7148,839.35,-1.28%
2023-07-18,0.779,0.7375,0.7819,0.7329,801.79,5.62%
2023-07-19,0.8198,0.7788,0.8489,0.7717,1.26B,5.25%
2023-07-20,0.794,0.8198,0.8482,0.7726,908.89,-3.15%
2023-07-21,0.7713,0.7942,0.7985,0.7617,600.42,-2.86%
2023-07-22,0.7329,0.7713,0.7797,0.7236,492.5,-4.98%
2023-07-23,0.7384,0.7329,0.7513,0.7161,456.9,0.75%
2023-07-24,0.7022,0.7384,0.7423,0.6833,831.81,-4.90%
2023-07-25,0.709,0.7022,0.7153,0.6754,622.4,0.96%
2023-07-26,0.7163,0.709,0.7304,0.6953,614.79,1.03%
2023-07-27,0.7139,0.7163,0.731,0.7079,547.34,-0.33%
2023-07-28,0.7123,0.7139,0.7184,0.7034,363.73,-0.23%
2023-07-29,0.7121,0.7123,0.7152,0.7051,218.35,-0.03%
2023-07-30,0.7046,0.7121,0.7335,0.686,453.08,-1.05%
2023-07-31,0.6976,0.7046,0.7199,0.6871,649.9,-0.99%
2023-08-01,0.707,0.6976,0.7074,0.6798,609.87,1.34%
2023-08-02,0.6851,0.707,0.7076,0.6773,447.75,-3.10%
2023-08-03,0.6633,0.6848,0.6874,0.6571,588.43,-3.19%
2023-08-04,0.6356,0.6632,0.6674,0.6292,581.93,-4.18%
2023-08-05,0.6288,0.6356,0.6357,0.6121,496.93,-1.07%
2023-08-06,0.624,0.6288,0.6383,0.6215,378.6,-0.77%
2023-08-07,0.6231,0.624,0.6298,0.6003,720,-0.13%
2023-08-08,0.6419,0.6231,0.6466,0.6145,616.88,3.01%
2023-08-09,0.6433,0.6419,0.6653,0.6341,717.55,0.21%
2023-08-10,0.6329,0.6433,0.6444,0.6247,507.62,-1.61%
2023-08-11,0.6318,0.633,0.6407,0.6267,419.6,-0.18%
2023-08-12,0.6274,0.6318,0.6331,0.6247,206,-0.69%
2023-08-13,0.6256,0.6276,0.6382,0.6244,279.29,-0.28%
2023-08-14,0.6342,0.6256,0.6368,0.6243,456.28,1.36%
2023-08-15,0.6104,0.6342,0.6345,0.5873,591.96,-3.75%
2023-08-16,0.589,0.6104,0.6166,0.5777,847.81,-3.50%
2023-08-17,0.5066,0.589,0.5945,0.4334,1.29B,-13.99%
2023-08-18,0.506,0.5063,0.5199,0.4852,1.21B,-0.13%
2023-08-19,0.52,0.506,0.5237,0.5009,549.93,2.77%
2023-08-20,0.5385,0.52,0.5554,0.5164,765.32,3.56%
2023-08-21,0.5244,0.5385,0.5397,0.5061,868,-2.62%
2023-08-22,0.5207,0.5244,0.5254,0.5048,718.43,-0.70%
2023-08-23,0.5301,0.5207,0.5365,0.5159,493.09,1.80%
2023-08-24,0.5186,0.5301,0.5319,0.5122,433.37,-2.16%
2023-08-25,0.5257,0.5186,0.531,0.5082,517.75,1.36%
2023-08-26,0.5231,0.5257,0.5279,0.5184,231.57,-0.49%
2023-08-27,0.5236,0.5231,0.53,0.5206,258.09,0.10%
2023-08-28,0.5232,0.5236,0.525,0.5121,404.87,-0.08%
2023-08-29,0.54,0.5232,0.5475,0.5133,649.47,3.21%
2023-08-30,0.5284,0.5398,0.5403,0.5222,468.33,-2.14%
2023-08-31,0.511,0.5283,0.5287,0.4997,541.27,-3.29%
2023-09-01,0.498,0.511,0.5118,0.4881,598.12,-2.53%
2023-09-02,0.4988,0.498,0.5025,0.4945,331.43,0.16%
2023-09-03,0.5047,0.4988,0.5098,0.4973,298.75,1.18%
2023-09-04,0.5086,0.5047,0.5126,0.4976,443.63,0.76%
2023-09-05,0.5056,0.5086,0.5086,0.4994,393.22,-0.59%
2023-09-06,0.5032,0.5056,0.5058,0.4919,391.31,-0.46%
2023-09-07,0.505,0.5032,0.5065,0.4966,340.61,0.35%
2023-09-08,0.505,0.505,0.507,0.4951,358.56,0.00%
2023-09-09,0.5038,0.505,0.505,0.5016,127.51,-0.24%
2023-09-10,0.4969,0.5038,0.5038,0.4932,225.99,-1.37%
2023-09-11,0.4743,0.4969,0.4982,0.4624,661.84,-4.55%
2023-09-12,0.4802,0.4743,0.4855,0.4701,479.55,1.23%
2023-09-13,0.4833,0.4802,0.4889,0.4739,395.13,0.65%
2023-09-14,0.4891,0.4833,0.4934,0.4801,321.93,1.21%
2023-09-15,0.5005,0.4891,0.5066,0.4881,412.04,2.33%
2023-09-16,0.4997,0.5005,0.5034,0.4983,176.37,-0.16%
2023-09-17,0.4926,0.4997,0.5003,0.4901,190.79,-1.42%
2023-09-18,0.503,0.4926,0.5071,0.4886,464.23,2.11%
2023-09-19,0.5138,0.503,0.5163,0.5012,510.01,2.15%
2023-09-20,0.5212,0.5139,0.5249,0.5075,503.98,1.43%
2023-09-21,0.5072,0.5212,0.5212,0.5007,430.97,-2.69%
2023-09-22,0.5121,0.5071,0.5166,0.5044,328.36,0.98%
2023-09-23,0.5076,0.5121,0.5136,0.5058,135.46,-0.88%
2023-09-24,0.5021,0.5076,0.5115,0.4996,150.06,-1.09%
2023-09-25,0.5056,0.5021,0.5069,0.4919,410.24,0.71%
2023-09-26,0.502,0.5056,0.5073,0.4977,365.97,-0.73%
2023-09-27,0.4995,0.5019,0.5069,0.4968,334.64,-0.50%
2023-09-28,0.5097,0.4995,0.51,0.4952,341.11,2.05%
2023-09-29,0.5217,0.5097,0.5463,0.5062,844.57,2.35%
2023-09-30,0.5148,0.5217,0.5217,0.5146,205.79,-1.32%
2023-10-01,0.5239,0.5148,0.5255,0.5139,225.01,1.76%
2023-10-02,0.5123,0.5239,0.5259,0.5104,449.82,-2.21%
2023-10-03,0.5389,0.5122,0.547,0.5064,554.82,5.20%
2023-10-04,0.5326,0.5389,0.542,0.522,630.73,-1.16%
2023-10-05,0.5228,0.5326,0.5326,0.5181,342.91,-1.84%
2023-10-06,0.5254,0.5227,0.5289,0.5178,298.22,0.49%
2023-10-07,0.5215,0.5254,0.5255,0.5198,95.15,-0.74%
2023-10-08,0.5175,0.5215,0.5234,0.5164,120.34,-0.77%
2023-10-09,0.5026,0.5175,0.52,0.4924,442.97,-2.88%
2023-10-10,0.4964,0.5026,0.5026,0.4919,305.92,-1.23%
2023-10-11,0.489,0.4964,0.4977,0.4795,313.41,-1.50%
2023-10-12,0.483,0.489,0.489,0.4746,346.56,-1.23%
2023-10-13,0.4851,0.483,0.4906,0.4787,319.62,0.44%
2023-10-14,0.4865,0.4851,0.4883,0.4835,119.84,0.29%
2023-10-15,0.4874,0.4865,0.4899,0.4851,127.24,0.18%
2023-10-16,0.4978,0.4874,0.5099,0.4854,496.8,2.13%
2023-10-17,0.4911,0.4978,0.498,0.4876,376.84,-1.34%
2023-10-18,0.4877,0.4911,0.4923,0.4865,368.52,-0.69%
2023-10-19,0.5196,0.4878,0.5241,0.4777,647.63,6.55%
2023-10-20,0.515,0.5196,0.5296,0.5087,559.75,-0.89%
2023-10-21,0.5211,0.5149,0.5314,0.5112,221.48,1.18%
2023-10-22,0.5226,0.5211,0.5238,0.5132,202.82,0.29%
2023-10-23,0.5472,0.5226,0.5523,0.5199,777.46,4.72%
2023-10-24,0.5589,0.5473,0.5839,0.5365,1.16B,2.13%
2023-10-25,0.5552,0.5589,0.5632,0.541,626.9,-0.66%
2023-10-26,0.5535,0.5552,0.5676,0.5434,650.56,-0.31%
2023-10-27,0.543,0.5533,0.5586,0.5384,500.06,-1.90%
2023-10-28,0.5446,0.543,0.5504,0.5406,251.86,0.30%
2023-10-29,0.5561,0.5446,0.5613,0.541,206.62,2.10%
2023-10-30,0.5782,0.5561,0.5841,0.5497,595.42,3.98%
2023-10-31,0.5996,0.5782,0.6156,0.563,787.7,3.70%
2023-11-01,0.6087,0.5996,0.6156,0.5803,734.23,1.53%
2023-11-02,0.6054,0.6087,0.625,0.5897,797.37,-0.55%
2023-11-03,0.6121,0.6054,0.6149,0.5923,657.34,1.10%
2023-11-04,0.6151,0.6121,0.618,0.6089,372.07,0.48%
2023-11-05,0.6605,0.6151,0.6623,0.6141,645.22,7.39%
2023-11-06,0.7148,0.6608,0.7317,0.6591,965.92,8.22%
2023-11-07,0.6852,0.7148,0.7149,0.6555,1.05B,-4.15%
2023-11-08,0.6871,0.6852,0.6977,0.6726,688.97,0.29%
2023-11-09,0.6666,0.687,0.706,0.6343,1.15B,-2.99%
2023-11-10,0.6597,0.6666,0.671,0.6408,720.37,-1.04%
2023-11-11,0.6627,0.6594,0.685,0.6417,499.64,0.46%
2023-11-12,0.6616,0.6627,0.6708,0.6478,255.02,-0.17%
2023-11-13,0.6704,0.6613,0.7478,0.6423,944.37,1.32%
2023-11-14,0.6294,0.6705,0.6712,0.5974,760.69,-6.11%
2023-11-15,0.6481,0.6296,0.6502,0.6253,413.75,2.97%
2023-11-16,0.612,0.6481,0.6521,0.6054,529.37,-5.57%
2023-11-17,0.6132,0.612,0.624,0.5866,459.82,0.20%
2023-11-18,0.6106,0.6132,0.6143,0.5911,230.91,-0.43%
2023-11-19,0.6255,0.6106,0.6286,0.6014,291.81,2.44%
2023-11-20,0.6122,0.6255,0.6281,0.6101,367.19,-2.12%
2023-11-21,0.5788,0.6122,0.6177,0.5737,607.29,-5.46%
2023-11-22,0.6107,0.5787,0.6161,0.5785,479.19,5.51%
2023-11-23,0.6203,0.6107,0.6235,0.6062,426.77,1.58%
2023-11-24,0.6212,0.6204,0.6252,0.616,385,0.14%
2023-11-25,0.6225,0.6211,0.6232,0.6158,166.72,0.22%
2023-11-26,0.6154,0.6225,0.6366,0.6097,378.14,-1.14%
