Date,Price,Open,High,Low,Vol.,Change
2023-02-06,1613.72,1629.44,1657.75,1606.59,401.03,-0.01
2023-02-07,1671.4,1613.72,1676.83,1613.2,481.91,0.04
2023-02-08,1650.99,1671.39,1694.28,1631.15,447.57,-0.01
2023-02-09,1545.35,1650.97,1655.96,1530.98,702.21,-0.06
2023-02-10,1513.82,1545.35,1554.19,1499.49,523.33,-0.02
2023-02-11,1538.34,1513.12,1542.64,1508.07,306.24,0.02
2023-02-12,1515.44,1538.34,1547.3,1495.05,302.73,-0.01
2023-02-13,1505.84,1515.44,1525.56,1464.1,681.85,-0.01
2023-02-14,1555.46,1505.85,1565.2,1494.3,705.28,0.03
2023-02-15,1675.43,1555.45,1676.94,1542.8,627.07,0.08
2023-02-16,1640.66,1675.43,1738.87,1634.97,894.27,-0.02
2023-02-17,1693.96,1640.66,1720.06,1631.92,617.21,0.03
2023-02-18,1691.62,1693.96,1708.87,1681.17,283.51,0
2023-02-19,1681.52,1691.62,1722.28,1670.97,427,-0.01
2023-02-20,1703.27,1681.49,1719.1,1651.54,478.59,0.01
2023-02-21,1659.41,1703.29,1716.35,1637.16,554.52,-0.03
2023-02-22,1643.39,1659.41,1666.39,1600.79,560.4,-0.01
2023-02-23,1650.52,1643.39,1678.2,1630.94,529.75,0
2023-02-24,1608.24,1650.52,1663.82,1579.68,548.07,-0.03
2023-02-25,1594.66,1608.24,1608.62,1562.1,309.29,-0.01
2023-02-26,1641.6,1594.66,1648.77,1588.65,326.58,0.03
2023-02-27,1633.66,1641.59,1664.98,1609.82,458.53,0
2023-02-28,1604.69,1633.66,1646.33,1598.67,411.49,-0.02
2023-03-01,1666.09,1604.69,1668.55,1595.4,497.12,0.04
2023-03-02,1647.38,1666.09,1677.45,1620.2,440.63,-0.01
2023-03-03,1568.89,1647.86,1649.19,1547.61,783.74,-0.05
2023-03-04,1566.73,1569.45,1577.02,1550.1,247.02,0
2023-03-05,1564.37,1566.73,1587.95,1556.84,313.01,0
2023-03-06,1565.84,1564.36,1581.13,1555.43,322.16,0
2023-03-07,1561.78,1565.84,1580.95,1536.31,460.1,0
2023-03-08,1533.04,1561.79,1569.7,1531.28,478.44,-0.02
2023-03-09,1438.5,1533.04,1545.98,1413.17,764.77,-0.06
2023-03-10,1426.75,1437.49,1437.49,1371.47,1.01,-0.01
2023-03-11,1471.15,1426.74,1475.92,1408.58,1.43,0.03
2023-03-12,1580.24,1472.08,1585.09,1452.33,1.06,0.07
2023-03-13,1673.93,1580.28,1690.18,1565.83,1.3,0.06
2023-03-14,1700.15,1673.83,1776.65,1655.74,1.36,0.02
2023-03-15,1649.65,1700.14,1716.56,1614.93,1.02,-0.03
2023-03-16,1673.85,1649.66,1689.09,1634.21,660.14,0.01
2023-03-17,1789.38,1673.76,1796.74,1663.67,975.13,0.07
2023-03-18,1758.7,1789.38,1833.82,1751.14,763.06,-0.02
2023-03-19,1779.47,1758.7,1838.84,1758.66,574.73,0.01
2023-03-20,1732.31,1780.12,1802.76,1723.9,716.26,-0.03
2023-03-21,1803.54,1732.32,1833.12,1719.55,779.81,0.04
2023-03-22,1734.48,1801.58,1818.47,1711.05,933.24,-0.04
2023-03-23,1814.08,1734.32,1852.48,1729.38,767.73,0.05
2023-03-24,1749.26,1813.62,1818.53,1728.69,602.3,-0.04
2023-03-25,1742.34,1749.28,1761.66,1714.43,368.84,0
2023-03-26,1774.06,1742.32,1796.77,1739.39,371.97,0.02
2023-03-27,1714.65,1773.91,1780.06,1691.38,607,-0.03
2023-03-28,1772.63,1714.65,1792.38,1702.95,561.33,0.03
2023-03-29,1793.27,1772.64,1825.01,1772.64,564.93,0.01
2023-03-30,1793.59,1793.16,1828.91,1766.9,607.74,0
2023-03-31,1821.62,1793.59,1845.54,1782.26,579.01,0.02
2023-04-01,1820.78,1821.62,1840.27,1811.67,283.39,0
2023-04-02,1795.01,1820.78,1824.32,1775.81,334.84,-0.01
2023-04-03,1810.77,1795.01,1838.71,1764.26,657.58,0.01
2023-04-04,1870.52,1810.77,1887.33,1802.51,658.37,0.03
2023-04-05,1908.96,1870.52,1936.1,1864.64,583.84,0.02
2023-04-06,1872.35,1908.95,1908.95,1855.89,420.8,-0.02
2023-04-07,1863.46,1872.35,1882.56,1844.43,298.77,0
2023-04-08,1848.93,1863.45,1879.11,1847.72,207.67,-0.01
2023-04-09,1858.9,1848.93,1871.87,1825.6,306.4,0.01
2023-04-10,1910.36,1858.9,1916.53,1847.39,457.41,0.03
2023-04-11,1889.86,1910.35,1935.75,1884.64,428.26,-0.01
2023-04-12,1916.58,1889.86,1930.46,1857.35,669.43,0.01
2023-04-13,2012.11,1916.59,2018.73,1899.96,721.56,0.05
2023-04-14,2099.98,2012.12,2127.56,2009.53,957.03,0.04
2023-04-15,2090.59,2099.98,2110.3,2074.33,340.6,0
2023-04-16,2119.29,2090.59,2137.56,2073.26,342.43,0.01
2023-04-17,2074.74,2118.61,2119.18,2062.17,448.14,-0.02
2023-04-18,2103.34,2074.74,2121.27,2056.86,437.1,0.01
2023-04-19,1935.97,2103.36,2104.31,1925,855.36,-0.08
2023-04-20,1942.72,1935.97,1977.95,1917.71,665.65,0
2023-04-21,1849.81,1942.72,1955.35,1831.47,769.94,-0.05
2023-04-22,1873.95,1848.88,1886.22,1845.73,351.72,0.01
2023-04-23,1862.05,1873.96,1881.92,1839.05,368.77,-0.01
2023-04-24,1841.88,1862.04,1889.09,1809.8,480.28,-0.01
2023-04-25,1865.95,1841.88,1877.54,1804.2,491.98,0.01
2023-04-26,1866.05,1865.95,1963.46,1793.76,958.23,0
2023-04-27,1908.81,1866.05,1937.55,1862.37,771.48,0.02
2023-04-28,1891.14,1908.79,1922.85,1875.03,408.45,-0.01
2023-04-29,1907.8,1890.93,1915.9,1886.27,193.47,0.01
2023-04-30,1868.88,1907.8,1937.86,1868.88,377.71,-0.02
2023-05-01,1830.75,1869.05,1885.7,1807.3,475.92,-0.02
2023-05-02,1869.74,1830.75,1878.7,1823.25,391.27,0.02
2023-05-03,1904.74,1869.74,1915,1844.72,489.66,0.02
2023-05-04,1877.06,1904.76,1915.15,1868.18,372.69,-0.01
2023-05-05,1993.33,1877.06,1996.64,1875.66,589.05,0.06
2023-05-06,1896.48,1993.33,2013.1,1868.09,658.63,-0.05
2023-05-07,1870.99,1896.48,1931.39,1870.94,441.65,-0.01
2023-05-08,1847.48,1871.03,1883.54,1813.63,667.82,-0.01
2023-05-09,1846.56,1847.48,1858.57,1832.05,318.79,0
2023-05-10,1840.92,1846.56,1886.83,1797.07,685.11,0
2023-05-11,1794.71,1840.92,1841.04,1774.3,548.42,-0.03
2023-05-12,1807.31,1794.71,1812.46,1741.48,598.87,0.01
2023-05-13,1794.95,1807.31,1814.55,1786.23,223.65,-0.01
2023-05-14,1799.36,1795.11,1822.93,1791.86,229.74,0
2023-05-15,1817.11,1799.36,1845.27,1786.61,405.84,0.01
2023-05-16,1823.98,1817.11,1830.01,1797.6,325.77,0
2023-05-17,1821.73,1823.98,1834.44,1785.78,376.26,0
2023-05-18,1800.99,1822.12,1831.51,1774.77,311.24,-0.01
2023-05-19,1812.32,1800.95,1829.33,1796.99,253.5,0.01
2023-05-20,1819.68,1812.32,1828.06,1807.08,134.46,0
2023-05-21,1804.89,1819.66,1827.47,1799.03,170.05,-0.01
2023-05-22,1817.19,1804.89,1827.38,1792.35,250.27,0.01
2023-05-23,1854.08,1817.19,1868.89,1815.41,428.05,0.02
2023-05-24,1799.91,1854.08,1854.08,1781.7,441.64,-0.03
2023-05-25,1805.69,1799.91,1817.05,1764.92,370.6,0
2023-05-26,1827.8,1805.62,1837.39,1798.1,290.89,0.01
2023-05-27,1829.91,1827.8,1835.94,1817.35,147.46,0
2023-05-28,1908.35,1829.91,1914.92,1824.7,401.09,0.04
2023-05-29,1892.61,1908.37,1925.74,1878.33,338.07,-0.01
2023-05-30,1900.59,1892.61,1915.91,1882.97,288.67,0
2023-05-31,1873.63,1900.59,1906.21,1852,337.87,-0.01
2023-06-01,1861.77,1873.62,1888.07,1846.23,286.98,-0.01
2023-06-02,1907.1,1861.77,1910.01,1847.84,329.16,0.02
2023-06-03,1892.05,1907.1,1907.9,1884.17,157.1,-0.01
2023-06-04,1890.04,1892.05,1914.12,1884.54,183.07,0
2023-06-05,1811.2,1890,1890.53,1782.82,588.61,-0.04
2023-06-06,1884.17,1811.19,1895.79,1800.75,518.57,0.04
2023-06-07,1832.1,1884.63,1893.73,1823.42,454.83,-0.03
2023-06-08,1845.68,1832.1,1860.53,1829.38,202.78,0.01
2023-06-09,1840.41,1845.68,1854.72,1828.66,215.71,0
2023-06-10,1751.56,1840.41,1844.23,1719.16,696.59,-0.05
2023-06-11,1752.8,1751.56,1775.87,1740.02,232.04,0
2023-06-12,1742.6,1752.8,1757.79,1722.92,320.47,-0.01
2023-06-13,1739.6,1742.6,1763.15,1727.64,303.23,0
2023-06-14,1650.96,1739.6,1749.9,1636.49,451.13,-0.05
2023-06-15,1666.96,1650.96,1678.94,1632.5,397.4,0.01
2023-06-16,1717.92,1666.96,1728.35,1653.68,333.35,0.03
2023-06-17,1727.79,1717.92,1764.06,1714.3,227.93,0.01
2023-06-18,1720.98,1727.79,1746.4,1715.9,167.46,0
2023-06-19,1737.06,1720.98,1748.05,1706.4,263.64,0.01
2023-06-20,1791.61,1737.06,1793.35,1715.2,359.77,0.03
2023-06-21,1889.87,1791.64,1899.11,1787.59,653.63,0.05
2023-06-22,1872.32,1889.87,1931.6,1866.66,438.75,-0.01
2023-06-23,1891.97,1872.29,1932.23,1864.6,428.03,0.01
2023-06-24,1875,1891.98,1904.04,1865.77,239.37,-0.01
2023-06-25,1898.8,1875,1929.61,1869.28,356.99,0.01
2023-06-26,1859,1898.8,1906.07,1840.63,479.76,-0.02
2023-06-27,1889.51,1859,1911.73,1856.19,386.05,0.02
2023-06-28,1827.95,1889.51,1890.11,1821.94,356.71,-0.03
2023-06-29,1851.92,1827.95,1878.86,1827.95,256.22,0.01
2023-06-30,1933.8,1851.92,1943.65,1837.49,765.42,0.04
2023-07-01,1924.53,1933.8,1943.2,1909.92,189.41,0
2023-07-02,1937.57,1924.53,1958.36,1893.68,283.61,0.01
2023-07-03,1955.56,1937.57,1974.61,1934.51,346.33,0.01
2023-07-04,1936.19,1955.56,1966.03,1931.64,226.1,-0.01
2023-07-05,1910.43,1936.21,1942.15,1896.43,284.34,-0.01
2023-07-06,1848.36,1910.43,1957.58,1847.01,483,-0.03
2023-07-07,1870.92,1848.29,1877.51,1827.35,249.82,0.01
2023-07-08,1865.28,1870.92,1873.16,1843.82,136.69,0
2023-07-09,1862.91,1865.28,1878.22,1856.97,145.47,0
2023-07-10,1880.42,1862.91,1903.82,1846.71,264.83,0.01
2023-07-11,1878.33,1880.42,1889.83,1863.93,191.47,0
2023-07-12,1871.86,1878.33,1901.45,1865.11,280.91,0
2023-07-13,2004.77,1871.86,2010.75,1863.22,588.53,0.07
2023-07-14,1938.05,2004.77,2025.56,1900.22,530.86,-0.03
2023-07-15,1931.42,1938.05,1946.1,1926.83,145.89,0
2023-07-16,1922.45,1931.43,1942.55,1918.01,158.59,0
2023-07-17,1911.24,1922.45,1935.99,1876,293.54,-0.01
2023-07-18,1897.58,1911.24,1917.21,1877.52,233,-0.01
2023-07-19,1888.65,1897.58,1920.48,1882.18,244.92,0
2023-07-20,1891.23,1888.64,1928.36,1879.39,321.92,0
2023-07-21,1891.75,1891.68,1905.57,1884.95,176.39,0
2023-07-22,1866.25,1891.75,1897.03,1854.09,143.13,-0.01
2023-07-23,1888.85,1866.26,1903.95,1858.12,164.31,0.01
2023-07-24,1850.04,1888.85,1890.78,1835.14,297.13,-0.02
2023-07-25,1857.67,1850.05,1867.36,1845.68,161.06,0
2023-07-26,1872,1857.67,1886.92,1849.43,286.61,0.01
2023-07-27,1861.32,1872,1885.87,1855.4,176.21,-0.01
2023-07-28,1874.23,1861.32,1882.23,1856.9,148.92,0.01
2023-07-29,1880.55,1874.23,1886.26,1869.74,79.76,0
2023-07-30,1861.81,1880.55,1884.33,1851.63,167.77,-0.01
2023-07-31,1856.17,1861.81,1876.03,1851.42,177.97,0
2023-08-01,1874.21,1856.17,1875,1818.06,386.29,0.01
2023-08-02,1840.21,1874.21,1879.32,1822.94,272.7,-0.02
2023-08-03,1835.98,1839.76,1858.62,1828.34,182.56,0
2023-08-04,1830.24,1835.98,1849.13,1819.65,199.6,0
2023-08-05,1836.48,1830.24,1838.62,1827.52,103.08,0
2023-08-06,1830.28,1836.48,1838.08,1826.12,100.32,0
2023-08-07,1829.11,1830.28,1846.41,1805.3,243.92,0
2023-08-08,1856.24,1829.1,1871.77,1826.4,253.39,0.01
2023-08-09,1855.36,1856.24,1870.48,1846.76,203.58,0
2023-08-10,1852.46,1855.36,1865.94,1847.34,134.21,0
2023-08-11,1848.88,1852.46,1857.17,1840.65,120.55,0
2023-08-12,1849.94,1848.88,1853.54,1846.13,66.93,0
2023-08-13,1840.73,1849.94,1861.5,1835.51,126.51,-0.01
2023-08-14,1845.51,1840.73,1856.48,1835.9,158.11,0
2023-08-15,1828.98,1845.51,1847.35,1816.32,196.6,-0.01
2023-08-16,1807.81,1828.98,1831.52,1803.31,217.47,-0.01
2023-08-17,1683.89,1807.81,1809.81,1560.88,876.7,-0.07
2023-08-18,1661.26,1681.51,1698.77,1646.32,572.9,-0.01
2023-08-19,1669.67,1661.27,1693.88,1654.35,243.31,0.01
2023-08-20,1685.24,1669.68,1692.47,1662.82,205.82,0.01
2023-08-21,1667.6,1685.24,1686.11,1651.77,265.91,-0.01
2023-08-22,1634.29,1667.6,1669.22,1588.36,424.51,-0.02
2023-08-23,1679.93,1634.3,1697.63,1629.86,399.71,0.03
2023-08-24,1660.89,1679.93,1683.03,1642.45,246.62,-0.01
2023-08-25,1653.74,1661.18,1676.13,1636.77,250.86,0
2023-08-26,1647.05,1653.74,1655.58,1644.04,84.34,0
2023-08-27,1658.33,1647.05,1660.11,1646.35,94.2,0.01
2023-08-28,1653.22,1658.34,1660.8,1628.79,229.39,0
2023-08-29,1729.69,1653.22,1742.83,1640.29,528.63,0.05
2023-08-30,1705.22,1729.69,1730.71,1696.99,218.44,-0.01
2023-08-31,1645.82,1705.23,1723.95,1634.74,355.27,-0.03
2023-09-01,1629,1645.82,1654.39,1603.67,319.19,-0.01
2023-09-02,1637.05,1629,1644.63,1628.11,109.03,0
2023-09-03,1635.85,1637.05,1645.16,1625.61,124.14,0
2023-09-04,1630.51,1635.86,1643.31,1618.49,178.25,0
2023-09-05,1634.46,1630.53,1647.67,1610.02,219.79,0
2023-09-06,1633.18,1634.46,1667.08,1610.49,240.73,0
2023-09-07,1648.09,1633.18,1658.04,1624.07,243.55,0.01
2023-09-08,1636.45,1648.09,1657.53,1618.39,236.38,-0.01
2023-09-09,1635.56,1636.45,1637.21,1630.12,63.97,0
2023-09-10,1617.44,1635.56,1635.72,1604.26,220.97,-0.01
2023-09-11,1551.89,1617.44,1618.8,1533.95,444.95,-0.04
2023-09-12,1592.5,1551.89,1617.39,1549.71,354.59,0.03
2023-09-13,1607.63,1592.5,1614.43,1582.03,238.31,0.01
2023-09-14,1626.49,1607.63,1639.23,1607.08,293.64,0.01
2023-09-15,1641.31,1626.49,1652.4,1612.25,194.29,0.01
2023-09-16,1634.41,1641.31,1650.04,1631.74,107.11,0
2023-09-17,1622.65,1634.41,1635,1612.87,127.49,-0.01
2023-09-18,1636.92,1622.63,1668.87,1609.69,302.35,0.01
2023-09-19,1643.08,1636.88,1659.53,1627.31,201.84,0
2023-09-20,1622.28,1643.14,1649.17,1610.14,253.88,-0.01
2023-09-21,1584.03,1622.28,1625.31,1569.03,264.25,-0.02
2023-09-22,1593.1,1584.03,1601.79,1578.78,135.12,0.01
2023-09-23,1593.89,1593.1,1597.96,1587.79,69.31,0
2023-09-24,1580.55,1593.89,1600.37,1573.94,144.3,-0.01
2023-09-25,1588.62,1580.55,1596.57,1564.7,191.41,0.01
2023-09-26,1594.04,1588.62,1597.67,1580.6,141.61,0
2023-09-27,1598.49,1594.05,1633.5,1585.28,307.59,0
2023-09-28,1652.89,1598.53,1667.61,1598.16,354.03,0.03
2023-09-29,1667.72,1652.89,1686.63,1648.47,273.45,0.01
2023-09-30,1670.92,1667.71,1693.68,1666.25,147.6,0
2023-10-01,1732.89,1670.92,1741.94,1668.94,245.32,0.04
2023-10-02,1662.79,1732.9,1742.42,1638.04,412.81,-0.04
2023-10-03,1656.88,1662.79,1670.45,1644.05,216.11,0
2023-10-04,1647.05,1656.88,1657.61,1630.48,243.08,-0.01
2023-10-05,1611.58,1646.61,1654.03,1609.54,253.05,-0.02
2023-10-06,1645.62,1611.58,1659.99,1611.58,238.24,0.02
2023-10-07,1633.58,1640.59,1643.25,1630.18,107.55,-0.01
2023-10-08,1632.85,1633.58,1641.3,1616.8,159.27,0
2023-10-09,1579.74,1632.85,1635.13,1550.1,372.11,-0.03
2023-10-10,1567.6,1579.77,1593.73,1552.34,255.41,-0.01
2023-10-11,1566.88,1567.62,1578.16,1549.16,279.01,0
2023-10-12,1539.7,1566.88,1568.47,1523.78,260.59,-0.02
2023-10-13,1552.17,1539.7,1574.08,1538.07,208.91,0.01
2023-10-14,1554.96,1552.17,1559.94,1545.32,107.26,0
2023-10-15,1557.66,1554.96,1565.8,1550.05,128.7,0
2023-10-16,1599.48,1557.79,1635.46,1555.13,452.69,0.03
2023-10-17,1564.99,1599.48,1600.49,1553.63,250.22,-0.02
2023-10-18,1563.43,1564.99,1583.77,1556.15,199.43,0
2023-10-19,1566.79,1563.43,1573.48,1543.87,238.42,0
2023-10-20,1603.89,1566.78,1629.26,1561.62,343.61,0.02
2023-10-21,1628.94,1603.89,1642.33,1592.41,188.94,0.02
2023-10-22,1663.35,1628.94,1667.5,1623.29,246.68,0.02
2023-10-23,1763.75,1663.35,1791.99,1657.57,672.28,0.06
2023-10-24,1784.88,1763.79,1853.31,1757.32,750.21,0.01
2023-10-25,1787,1784.88,1814.21,1761.39,389.39,0
2023-10-26,1803.13,1787,1864.81,1764.43,471.17,0.01
2023-10-27,1779.54,1803.38,1803.63,1751.77,298.24,-0.01
2023-10-28,1776.21,1779.54,1801.12,1772.08,134.1,0
2023-10-29,1794.96,1776.21,1809.98,1764.08,156.39,0.01
2023-10-30,1809.05,1794.96,1829.47,1778.59,304.47,0.01
2023-10-31,1815.13,1809.05,1819.43,1783.32,279.11,0
2023-11-01,1846.6,1815.12,1857,1783.98,509.01,0.02
2023-11-02,1800.27,1846.6,1873.02,1789,398.43,-0.03
2023-11-03,1832.29,1800.28,1834.16,1779.79,337,0.02
2023-11-04,1855.72,1832.31,1868.52,1824.4,190.18,0.01
2023-11-05,1892.36,1855.72,1911,1846.57,418.91,0.02
2023-11-06,1900.98,1891.81,1913.13,1870,359,0
2023-11-07,1885.97,1900.98,1906.55,1852.05,370.1,-0.01
2023-11-08,1889.29,1885.95,1903.67,1873.47,265.08,0
2023-11-09,2120.16,1888.42,2131.31,1882.91,1.21,0.12
2023-11-10,2077.78,2120.16,2135.91,2068.79,640.31,-0.02
2023-11-11,2053.42,2077.72,2089.24,2033.56,405.96,-0.01
2023-11-12,2044.61,2053.4,2065.35,2020.76,354.64,0
2023-11-13,2054.18,2044.61,2115.24,2031.01,578.44,0
2023-11-14,1979.1,2054.15,2064.51,1943.01,521.22,-0.04
2023-11-15,2058.93,1979.4,2060.95,1967.97,455.57,0.04
2023-11-16,1961.76,2058.93,2089.44,1940.44,585.12,-0.05
2023-11-17,1960.8,1961.77,1990.24,1908.24,430.92,0
2023-11-18,1961.72,1960.8,1971.02,1920.13,298.88,0
2023-11-19,2011.01,1961.72,2014.93,1943.63,269.02,0.03
2023-11-20,2021.49,2011.02,2064.05,1994.89,455.23,0.01
2023-11-21,1934.62,2021.49,2034.51,1932.5,527.41,-0.04
2023-11-22,2063.05,1934.62,2090.01,1930.66,506.35,0.07
2023-11-23,2061.92,2063.05,2088.2,2040.66,264.01,0
2023-11-24,2080.62,2061.92,2129.2,2059.23,460.97,0.01
2023-11-25,2083.09,2080.63,2089.64,2065.17,154.35,0
2023-11-26,2062.64,2082.91,2092.8,2038.28,259.79,-0.01
2023-11-27,2027.51,2062.3,2071.13,1987.43,354.28,-0.02
2023-11-28,2048.47,2027.51,2074.79,1996.19,312.94,0.01
2023-11-29,2028.99,2048.47,2071.36,2020.31,269.97,-0.01
2023-11-30,2051.56,2028.99,2054.33,2021.44,252.49,0.01
2023-12-01,2087.21,2051.59,2109.32,2045.39,402.51,0.02
2023-12-02,2164.79,2087.21,2179.73,2086.29,344.2,0.04
2023-12-03,2192.79,2164.79,2215.46,2150.58,279.65,0.01
2023-12-04,2243.54,2192.79,2272.26,2191.43,601.45,0.02
2023-12-05,2293.34,2243.3,2302.29,2190.96,561.41,0.02
2023-12-06,2233.45,2293.36,2310.2,2223.15,431.57,-0.03
2023-12-07,2355.8,2233.45,2381.65,2224.61,518.61,0.05
2023-12-08,2358.42,2355.78,2389.36,2340.88,397.41,0
2023-12-09,2340.55,2358.42,2401.34,2332.36,304.64,-0.01
2023-12-10,2352.26,2340.55,2376.57,2324.18,206.78,0.01
2023-12-11,2225.34,2352.26,2355.02,2164.16,678.03,-0.05
2023-12-12,2203.49,2225.33,2243.34,2168.18,377.05,-0.01
2023-12-13,2260.18,2203.49,2283.84,2148.87,436.64,0.03
2023-12-14,2315.64,2260.18,2331.63,2237.39,461.6,0.02
2023-12-15,2220.41,2315.4,2317.42,2213.18,349.63,-0.04
2023-12-16,2229.07,2220.41,2262.68,2212.8,206.79,0
2023-12-17,2197.04,2229.07,2247.84,2196.06,233.48,-0.01
2023-12-18,2218.8,2197.01,2223.3,2123.06,388.26,0.01
2023-12-19,2177.44,2218.82,2254.75,2137.8,400.94,-0.02
2023-12-20,2202.19,2177.45,2263.3,2161.76,440.35,0.01
2023-12-21,2239.62,2202.19,2277.72,2183.35,471.46,0.02
2023-12-22,2324.23,2239.62,2341.52,2232.83,620.73,0.04
2023-12-23,2308.61,2324.24,2330.07,2267.39,266.3,-0.01
2023-12-24,2263.57,2308.6,2325.08,2247.73,319.33,-0.02
2023-12-25,2271.38,2263.57,2303.28,2253.25,298.17,0
2023-12-26,2230.74,2271.38,2274.71,2184.6,429.5,-0.02
2023-12-27,2378.63,2230.76,2391.53,2213.78,577.27,0.07
2023-12-28,2344.47,2378.63,2443.59,2338.46,626.91,-0.01
2023-12-29,2299.24,2344.48,2385.26,2265.63,475.37,-0.02
2023-12-30,2291.7,2299.24,2322.76,2269.23,219.92,0
2023-12-31,2281.9,2291.7,2320.91,2264.67,232.62,0
2024-01-01,2352.03,2281.89,2352.03,2266.75,229.28,0.03
2024-01-02,2355.27,2352.06,2430.53,2347.62,491.56,0
2024-01-03,2209.49,2355.28,2383.92,2122.78,852.01,-0.06
2024-01-04,2267.27,2209.49,2293.17,2202.99,467.01,0.03
2024-01-05,2268.12,2267.29,2275.25,2207.4,426.01,0
2024-01-06,2240.49,2268.14,2269.65,2217.05,202.82,-0.01
2024-01-07,2221.4,2240.49,2254.7,2209.46,216.41,-0.01
2024-01-08,2330.98,2221.4,2357.14,2167.42,565.23,0.05
2024-01-09,2344.67,2330.99,2369.6,2229.25,588.19,0.01
2024-01-10,2581.79,2344.29,2629.68,2342.21,1.12,0.1
2024-01-11,2618.08,2581.9,2688.26,2567.55,889.36,0.01
2024-01-12,2523.98,2618.08,2712.88,2462.93,931.96,-0.04
2024-01-13,2578.36,2523.99,2589.98,2498.48,436.91,0.02
2024-01-14,2473.96,2578.36,2578.37,2470.21,316.45,-0.04
2024-01-15,2511.94,2473.96,2553.24,2472.69,332.15,0.02
2024-01-16,2588.64,2511.95,2613.71,2501,395.07,0.03
2024-01-17,2531.26,2588.63,2592.88,2510,380.9,-0.02
2024-01-18,2469.77,2531.26,2548.79,2430.97,467.22,-0.02
2024-01-19,2491.81,2469.77,2504.09,2418.61,443.42,0.01
2024-01-20,2472.03,2491.81,2491.81,2455.07,143.98,-0.01
2024-01-21,2457.06,2472.04,2481.63,2453.48,126.52,-0.01
2024-01-22,2313.64,2457.06,2465.97,2304.06,560.84,-0.06
2024-01-23,2243.74,2313.65,2351.18,2169.54,750.52,-0.03
2024-01-24,2234.64,2243.72,2264.66,2198.89,373.25,0
2024-01-25,2217.71,2234.64,2242.85,2173.82,344.11,-0.01
2024-01-26,2267.55,2217.71,2280.83,2195.88,377.79,0.02
2024-01-27,2267.91,2267.56,2282.16,2252.31,151.26,0
2024-01-28,2256.92,2267.91,2306.43,2240.14,216.93,0
2024-01-29,2317.79,2256.92,2320.97,2237.69,318.84,0.03
2024-01-30,2343.11,2317.79,2389.23,2298.85,387.12,0.01
2024-01-31,2283.14,2343.11,2350.8,2266.8,408.79,-0.03
2024-02-01,2304.28,2283.14,2311.31,2240.79,323.61,0.01
2024-02-02,2309.28,2304.28,2324.57,2282.87,246.89,0
2024-02-03,2296.5,2309.28,2329.5,2293.1,137.8,-0.01
2024-02-04,2289.78,2296.5,2310.34,2272.02,180.39,0
2024-02-05,2301.83,2289.78,2336.63,2271.28,244.98,0.01
2024-02-06,2372.65,2301.83,2390.53,2299.24,381.23,0.03
2024-02-07,2424.64,2372.65,2443.71,2354.46,355.4,0.02
2024-02-08,2419.56,2424.66,2461,2412.01,350.33,0
2024-02-09,2486.24,2419.56,2522.96,2419.16,540.92,0.03
2024-02-10,2500.28,2486.24,2515.95,2472.92,194.43,0.01
2024-02-11,2506.69,2500.28,2537.85,2493.83,230.91,0
2024-02-12,2657.87,2506.69,2663.57,2473.54,477.42,0.06
2024-02-13,2640.1,2657.91,2686.14,2597.15,530.99,-0.01
2024-02-14,2775.12,2640.12,2785.51,2619.77,491.97,0.05
2024-02-15,2822.59,2775.12,2864.41,2760.98,520.7,0.02
2024-02-16,2801.8,2822.59,2856.76,2759.52,401.19,-0.01
2024-02-17,2785.9,2801.8,2804.17,2721.21,251.97,-0.01
2024-02-18,2880.1,2785.9,2892.79,2765.97,391.11,0.03
2024-02-19,2944.8,2880.16,2983.48,2859.82,478.68,0.02
2024-02-20,3015.38,2944.79,3030.61,2879.82,674.55,0.02
2024-02-21,2971.18,3015.38,3016.76,2871.88,620.51,-0.01
2024-02-22,2972.46,2971.18,3031.76,2907.22,595.92,0
2024-02-23,2922.24,2972.47,2992.8,2906.43,441.33,-0.02
2024-02-24,2992.29,2922.24,3005.95,2907.23,251.89,0.02
2024-02-25,3112.59,2992.29,3117.59,2984.29,450.78,0.04
2024-02-26,3175.94,3112.59,3193.67,3038,582.39,0.02
2024-02-27,3242.14,3175.94,3285.01,3165.91,674.56,0.02
2024-02-28,3383.03,3242.44,3482.48,3183.92,1.01,0.04
2024-02-29,3339.26,3382.98,3520.8,3300.42,802.17,-0.01
2024-03-01,3433.51,3339.25,3449.56,3339.24,431.98,0.03
2024-03-02,3420.64,3433.51,3459.96,3395.03,296.91,0
2024-03-03,3488.67,3420.64,3491.53,3364.44,363.55,0.02
2024-03-04,3626.34,3488.67,3638.1,3445.47,769.53,0.04
2024-03-05,3556.03,3626.39,3819.79,3237.28,1.48,-0.02
2024-03-06,3814.56,3555.94,3899.99,3503.51,1.02,0.07
2024-03-07,3869.69,3814.56,3932.77,3736.33,568.32,0.01
2024-03-08,3883.2,3868.75,3991.89,3825.16,686.06,0
2024-03-09,3905.17,3883.2,3941.34,3872.96,265.43,0.01
2024-03-10,3878.47,3905.17,3961.94,3793.64,372.52,-0.01
2024-03-11,4065.02,3878.47,4081.72,3756.39,767.3,0.05
2024-03-12,3979.3,4065.15,4091.28,3843.45,685.77,-0.02
2024-03-13,4004.29,3979.3,4078.48,3935.6,503.46,0.01
